,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Sample
1549,240722.1189,1.262734872,0.125827815,36.55,1.287878788,42.5,124956,73.9404771,0.834115916,0.889822665,39.64423077,4.5,0.99955924,56.2,7,47.3,11,10,0,WBC
1550,240953.2964,1.30539164,0.139072848,41.11666667,1.323076923,43,125076,85.45212571,0.856124545,0.890772489,41.57211538,4.5,0.993899517,50.1,7,84.8,13,16,0,WBC
1551,241039.9867,1.528256735,0.213872832,38.63333333,1.544117647,52.5,125121,93.70493088,0.795539009,0.835867222,42.95512821,9,0.998410688,77.5,12,77,6,14,0.001485788,WBC
1552,241174.8404,1.214379074,0.110047847,50.82,1.247311828,58,125191,99.57024561,0.828149983,0.828149983,54.23076923,5,0.999225382,63.3,3,62.6,4,8,0.043497372,WBC
1553,241993.5903,1.050549362,0.073170732,46.38,1.157894737,55,125616,84.35672316,0.874125344,0.802374089,46.85,4,0.998410688,59.1,3,63.8,6,3,0,WBC
1554,242041.7527,1.23531594,0.135802469,42.1,1.314285714,46,125641,86.91440476,0.859877252,0.777774632,45.41826923,4,0.997601679,88.5,4,58.3,6,16,0.002192982,WBC
1555,242147.7083,1.170779805,0.106382979,47.95,1.238095238,52,125696,93.25294193,0.881165022,0.897430189,46.99679487,4,0.998775947,56.9,2,50.2,7,9,0,WBC
1556,242234.3995,1.042654364,0.046632124,37.88888889,1.097826087,50.5,125741,65.33791823,0.873140341,0.872997989,56.48557692,2,0.996741269,79.3,7,48.6,5,5,0.012588473,WBC
1557,242369.2523,1.411698097,0.180952381,46.3,1.441860465,62,125811,104.8634404,0.852164929,0.901699639,49.45384615,5,0.996825477,54.1,9,78.7,4,12,0.042592593,WBC
1558,242388.5167,1.182569138,0.314285714,35.08333333,1.2,69,125821,66.13052536,0.893428476,0.893428476,37.51602564,5,0.999293311,51.1,10,318,5,6,0.024285714,WBC
1559,242542.6338,1.112847934,0.087912088,42.57142857,1.192771084,49.5,125901,79.76184722,0.826987555,0.86953003,47.39285714,6,0.996787992,68.8,14,60.9,7,7,0,WBC
1560,242600.4279,1.24364999,0.134502924,41.45714286,1.310810811,48.5,125931,85.3609539,0.605124194,0.91732975,43.60989011,4,0.999858616,42.2,8,62.1,11,12,0.13525641,WBC
1561,242658.223,1.14563466,0.085106383,43.9,1.186046512,51,125961,81.78734642,0.860958536,0.84102204,48.95192308,5,0.995134304,85.1,3,59.9,10,6,0,WBC
1562,243082.0465,1.137246332,0.073170732,38.825,1.157894737,44,126181,70.61556224,0.828707192,0.890836405,41.12980769,6,0.999801835,43.2,15,40.7,11,2,0,WBC
1563,243265.0607,1.197892487,0.122994652,43.975,1.280487805,52.5,126276,88.45067914,0.882487333,0.90990498,50.55048077,5,0.995567792,59,8,55,8,5,0.038515143,WBC
1564,243650.3554,1.176812567,0.085714286,46.275,1.1875,47.5,126476,86.31771253,0.89980672,0.86953119,48.10336538,5,0.999713333,44.7,16,56.5,6,7,0.01505102,WBC
1565,243833.3696,1.072341014,0.050847458,42.25714286,1.107142857,46.5,126571,73.48922529,0.920174384,0.902953272,45.44505495,5,0.999275603,54.1,7,52.4,6,3,0,WBC
1566,243879.6051,1.019379845,0.047619048,44.9,1.1,49.5,126595,77.58163058,0.826905482,0.791763796,45.58653846,4,0.999971397,65.6,8,49.8,4,5,0.03682243,WBC
1567,243968.2232,1.130030294,0.076086957,47.3,1.164705882,49.5,126641,86.53609364,0.890866421,0.900260157,50.34134615,5,0.999387927,56.6,6,41.8,13,6,0.024941176,WBC
1568,244035.6482,0.707971484,-0.072847682,32.18333333,0.864197531,35,126676,43.68817685,0.806063755,0.841949882,39.48397436,5.5,0.989204961,72.5,10,53,8,6,0,WBC
1569,244199.3989,1.642314966,0.26,45.65,1.702702703,63,126761,122.0954512,0.829694395,0.829782036,47.81009615,4.5,0.984022594,58.1,4,102.5,10,26,0.005944183,WBC
1570,244382.414,1.107022041,0.106796117,48.28,1.239130435,57,126856,93.97323173,0.874112734,0.859142556,47.79038462,5,0.998017676,56.7,10,70.8,4,5,0.021443299,WBC
1571,244449.8409,1.121919434,0.073170732,39.7375,1.157894737,44,126891,72.27523257,0.857319071,0.871271583,42.19350962,4,0.998439836,52.1,12,54.7,14,7,0.009468439,WBC
1572,244498.0014,1.787587122,0.524163569,36.42857143,1.842696629,102.5,126916,105.4425399,0.834444965,0.848291088,40.25274725,5,0.919171336,78.9,6,323.5,3,25,0,WBC
1573,244565.4292,1.288910638,0.134328358,42.94,1.310344828,57,126951,88.38275112,0.89284134,0.917531291,47.20961538,5,0.991304877,53.2,3,62.3,10,15,0.014285714,WBC
1574,244661.7521,1.165857522,0.091891892,44.625,1.202380952,50.5,127001,84.28304041,0.90911736,0.90911736,48.32692308,5,0.99503202,55.6,4,49.7,14,6,0.008586957,WBC
1575,244729.179,1.232931287,0.111111111,43.075,1.25,55,127036,84.57756472,0.860390838,0.780566968,47.375,5,0.999569143,72.8,7,52.6,12,12,0.020585118,WBC
1576,244806.2375,1.168190647,0.081632653,48.68571429,1.177777778,53,127076,90.07095737,0.880774382,0.894188955,51.78571429,4,0.999157908,61.1,4,36.9,13,8,0.007056102,WBC
1577,244854.399,1.046404645,0.066666667,43.6,1.142857143,44,127101,78.27053697,0.743147079,0.849391301,43.81538462,4,0.998257601,55.7,9,52.3,6,0,0,WBC
1578,244912.1932,1.136867782,0.152542373,43.9125,1.36,51,127131,93.80952743,0.907978171,0.811542194,41.82692308,5,0.972712945,43.7,10,73,12,12,0.009663866,WBC
1579,245027.7815,1.546143943,0.220779221,49.91428571,1.566666667,70.5,127191,122.8347768,0.759200671,0.773708596,58.73626374,5,0.993041022,124.6,5,109.6,5,10,0.004515746,WBC
1580,245066.3112,1.121291177,0.090047393,46.48333333,1.197916667,57.5,127211,87.46690276,0.797475943,0.817831254,49.12820513,5,1,56.2,4,73.9,4,7,0.007827131,WBC
1581,245162.6351,1.275145669,0.121019108,40.0625,1.275362319,44,127261,80.25858623,0.867399095,0.830655765,41.63822115,5.5,0.999188943,56.7,4,52.4,6,2,0,WBC
1582,245191.5303,1.044742019,0.081395349,45.13333333,1.17721519,46.5,127276,83.4589937,0.818214442,0.847072021,44.33653846,5,0.997707598,49.5,5,49.7,6,2,0,WBC
1583,245258.9581,1.192551837,0.103825137,41.34,1.231707317,50.5,127311,79.98303336,0.897072528,0.903362123,44.22115385,4.5,1,48.5,8,60.3,8,9,0.039889851,WBC
1584,245307.1196,1.183806502,0.101604278,45.88,1.226190476,51.5,127336,88.36926135,0.921887926,0.886708784,47.68846154,5,0.999873753,66.3,8,46.8,13,8,0.009658003,WBC
1585,245470.8703,1.434547163,0.187817259,47.91428571,1.4625,58.5,127421,110.0729916,0.833173011,0.814728407,52.87225275,5,0.999546374,98,3,83.8,5,10,0.035886107,WBC
1586,245547.9279,1.173057405,0.097435897,39.08333333,1.215909091,53.5,127461,74.64703794,0.906021496,0.112672612,49.41265352,4.5,0.998285532,455.1,10,50.9,6,12,0.025824176,WBC
1587,245644.2509,1.301811013,0.430555556,41.425,1.325,154.5,127511,86.21806513,0.889804559,0.882213812,44.42548077,4.5,0.743276541,61.4,17,674.6,16,11,0,WBC
1588,245798.3689,1.096007725,0.480916031,40.125,1.242424242,145.5,127591,78.30776688,0.859290486,0.787509947,38.34375,4,0.685863797,58.5,1,741.6,7,4,0,WBC
1589,245913.9582,1.170458881,0.139393939,43.6,1.323943662,47,127651,90.67255867,0.838634602,0.798315713,43.83269231,5,0.996212174,57,7,79.5,7,3,0,WBC
1590,245933.2226,1.174995861,0.112299465,46.74,1.253012048,52,127661,91.99491702,0.868577738,0.864196503,46.99615385,5,0.999188943,48.6,9,62.7,2,8,0.025745683,WBC
1591,246193.2953,1.457461127,0.193717277,42.43333333,1.480519481,57,127796,98.68272924,0.895347146,0.892129633,44.57051282,5,0.989014936,59.5,2,84.6,6,17,0.016842105,WBC
1592,246233.7511,1.085641305,0.103139013,44.03333333,1.23,61.5,127817,85.07589986,0.874095038,0.897120946,53.32371795,4.5,0.995786866,87.1,7,74.6,7,10,0.000164011,WBC
1593,246434.1056,1.489676773,0.213759214,41.45714286,1.54375,123.5,127921,100.5301234,0.91453247,0.90029295,42.03434066,4.5,0.932811876,50.7,8,1079.3,13,13,0.002524383,WBC
1594,246819.3993,1.264249906,0.136612022,45.38571429,1.316455696,52,128121,93.85238205,0.894227284,0.896925367,47.56043956,4.5,0.996481328,46.7,8,68.1,0,7,0.063291139,WBC
1595,247012.0462,1.153361198,0.111111111,45.675,1.25,52.5,128221,89.68265278,0.902027807,0.835692685,46.25480769,5,0.996787992,53.8,5,51.9,8,5,0.022043011,WBC
1596,247118.0018,1.283447209,0.127659574,41.15714286,1.292682927,53,128276,83.57129043,0.859862975,0.903993337,45.33928571,4,0.999445356,53.7,7,51.8,15,13,0.043655723,WBC
1597,247233.5901,0.842502173,0.205776173,34.36,1.518181818,167,128337,81.94016199,0.832410837,0.176661152,63.20192308,8,0.937645952,709.5,9,1087.4,12,13,0.032711621,WBC
1598,247320.2804,1.099711454,0.121019108,44.06666667,1.275362319,44,128381,88.28027124,0.868018977,0.753974406,42.2724359,4,0.979236352,69.2,11,45.3,11,1,0,WBC
1599,247378.0755,1.042536082,0.040462428,43,1.084337349,45,128411,73.24074439,0.883811474,0.869271272,43.03605769,4.5,0.998775947,54,9,48.5,9,4,0,WBC
1600,247474.3994,0.971887249,0.042424242,38.35714286,1.088607595,43,128461,65.58997827,0.877529653,0.834200583,43.03021978,4,0.999684969,82.8,8,51.1,12,7,0,WBC
1601,247493.6638,1.397369266,0.167567568,41.825,1.402597403,54,128471,92.14862452,0.884279829,0.907329137,45.78605769,4.5,0.993346279,49.6,6,69.2,7,14,0,WBC
1602,247551.458,1.201876356,0.134502924,41.125,1.310810811,48.5,128501,84.67706618,0.878083259,0.878083259,46.52043269,5,0.986590115,74.3,10,52.4,12,8,0.024207083,WBC
1603,247773.0019,1.366162511,0.178378378,42.8625,1.434210526,54.5,128616,96.56289571,0.885376553,0.88070838,49.84014423,4,0.99928506,71.2,10,78.4,6,9,0,WBC
1604,248167.9283,1.418808057,0.209302326,39.25,1.529411765,52,128821,94.2939795,0.851854866,0.876380313,45.44951923,5,0.999969837,77.4,8,78,10,17,0,WBC
1605,248225.7225,1.074639332,0.047619048,49.61666667,1.1,49.5,128851,85.73144552,0.850175125,0.856490536,51.41826923,3,0.999665882,66.6,6,42.5,11,4,0,WBC
1606,248784.3996,1.205044324,0.118421053,37.6,1.268656716,42.5,129141,74.92932926,0.787479756,0.849511132,40.12980769,4,0.99890466,54.8,3,76.4,13,7,0.032444124,WBC
1607,248919.2523,1.163433115,0.092783505,44.9625,1.204545455,53,129211,85.07334731,0.878277274,0.854330519,47.140625,5,0.999203821,57.4,9,59.8,8,8,0.019856459,WBC
1608,248977.0455,1.189552586,0.112426036,45.32222222,1.253333333,47,129241,89.22728184,0.851406185,0.860653178,47.27457265,3,0.999702466,49.2,8,52,8,10,0,WBC
1609,249034.8406,1.175593705,0.122580645,40.28,1.279411765,43.5,129271,80.9505267,0.873337584,0.852844789,39.62884615,4,0.977608474,49.8,16,48.5,12,1,0,WBC
1610,249150.428,0.89621216,0.016949153,37.9625,1.034482759,45,129331,61.6876092,0.857547511,0.867460555,44.66586538,5,0.99981064,78.8,12,48.6,13,3,0,WBC
1611,249246.7519,1.064209023,0.102564103,42.2125,1.228571429,43,129381,81.4631805,0.848624978,0.858641837,40.39423077,5,0.998041474,45.6,9,51.1,4,4,0,WBC
1612,249400.869,1.701344161,0.27510917,45.2,1.759036145,73,129461,124.8915557,0.909773147,0.888938036,50.66826923,4.5,0.990070021,66.9,2,150.2,6,17,0.031111111,WBC
1613,249429.767,1.269750999,0.608108108,48.5,1.363636364,119,129476,103.8867571,0.850740992,0.882679864,47.44230769,5,0.79275341,49.5,7,908.1,15,13,0.021314103,WBC
1614,249554.9871,1.129962855,0.068965517,45.15,1.148148148,46.5,129541,81.42833625,0.862551207,0.804228233,48.58653846,5,0.997806654,65.5,7,41.3,6,3,0,WBC
1615,249574.2515,1.695885936,0.291666667,51.53333333,1.823529412,31,129552,147.6117348,0.856270098,0.731122934,50.90705128,10.5,0.985183675,99.9,9,139.5,2,22,0.027187332,WBC
1616,249901.752,0.956252323,0.081632653,44.7,1.177777778,53,129721,82.69719062,0.890093471,0.888419546,50.77231864,15.5,0.990113881,72.1,8,52,5,9,0.012260536,WBC
1617,250094.3989,1.011346936,0.090909091,46.66666667,1.2,54,129821,87.9645943,0.750679244,0.848238639,44.69871795,4.5,0.998775947,42.4,12,47.2,4,10,0,WBC
1618,250344.8399,1.336421844,0.148514851,49.18,1.348837209,58,129951,104.2000529,0.88533907,0.914986019,49.04807692,4,0.998548763,50.7,8,66.1,4,9,0.067420814,WBC
1619,250421.8994,1.606252059,0.243243243,48.6,1.642857143,69,129991,125.4168667,0.951516741,0.910925548,52.41586538,4,0.979838247,57.4,10,109.2,4,17,0.063157895,WBC
1620,250691.6048,0.951848755,0.03649635,39.85,1.075757576,35.5,130131,67.33837253,0.859278995,0.855893809,39.11057692,5,0.999776933,54.5,18,30.9,13,5,0,WBC
1621,250807.1922,1.141183452,0.109947644,48.33333333,1.247058824,53,130191,94.6789786,0.893116934,0.840859061,49.08653846,4,0.999863951,61.5,5,61.3,13,4,0,WBC
1622,250980.5756,2.489830871,0.615384615,40.05,2.6,147,130281,163.5670215,0.78392952,0.754060629,51.47596154,4,0.871822087,140.5,3,439.7,3,23,0,WBC
1623,251009.4726,1.239534856,0.113402062,43.325,1.255813953,54,130296,85.46410573,0.926981688,0.862483977,46.68990385,5,0.953391476,52.6,7,69.1,4,15,0,WBC
1624,251061.487,1.598775503,0.242009132,51,1.638554217,68,130323,131.2655822,0.817984995,0.772513237,53.63782051,4.5,0.996225149,69,9,118,2,11,0.011404366,WBC
1625,251231.0166,1.504589568,0.246073298,47.725,1.555555556,59.5,130411,116.614174,0.903214694,0.903664063,53.29807692,5,0.995052733,74.6,4,93.9,4,9,0,WBC
1626,251250.281,1.326024769,0.149758454,48.38,1.352272727,59.5,130421,102.7661367,0.841664812,0.830782817,50.05384615,5,0.99959693,60.4,3,70.4,6,11,0.058304297,WBC
1627,251481.4576,1.407486605,0.180952381,45.87142857,1.441860465,62,130541,103.8927822,0.810158463,0.83326147,51.43543956,5,0.999622113,80.1,5,80.5,3,12,0.053784355,WBC
1628,251577.7815,1.603985453,0.266233766,42.83333333,1.725663717,97.5,130591,116.1068701,0.842869887,0.847908789,41.75961538,3.5,0.896906787,48.5,11,383,6,11,0,WBC
1629,251654.8401,1.677191736,0.256880734,44.24285714,1.691358025,68.5,130631,117.5434925,0.894056431,0.874716379,47.62774725,4.5,0.98245359,50,8,109.9,5,22,0.001802198,WBC
1630,252155.7221,1.183207221,0.086021505,38.86,1.188235294,50.5,130891,72.53124319,0.904432486,0.815747726,41.06538462,5,0.99503202,57.9,6,60.6,5,8,0.004497354,WBC
1631,252897.4125,1.094203988,0.095238095,41.81111111,1.210526316,46,131276,79.50342181,0.842165173,0.863370879,41.43269231,4,0.996295331,48.3,5,67,7,8,0.00413058,WBC
1632,253128.5901,1.054421253,0.030674847,34.28571429,1.063291139,42,131396,57.26447369,0.853142654,0.886725091,36.94093407,5,0.999107906,45.1,13,66,7,3,0,WBC
1633,253167.1189,0.996899869,0.037433155,40.83333333,1.077777778,48.5,131416,69.12958279,0.88431071,0.898213476,44.93269231,5,0.992577116,62.9,10,52.9,11,8,0,WBC
1634,253253.811,1.217874421,0.118644068,44.6,1.269230769,49.5,131461,88.91915515,0.817943515,0.776868726,46.37884615,3,0.999868989,77.4,5,77.3,11,15,0.031670446,WBC
1635,253282.7081,1.17353107,0.100529101,48.68333333,1.223529412,52,131476,93.5652532,0.878451432,0.853788898,49.00160256,5,0.997308923,68.3,10,61.4,6,10,0,WBC
1636,253407.9282,1.268607142,0.183206107,60.22,1.448598131,77.5,131541,137.027757,0.925210027,0.717849479,58.34423077,2,0.986400662,124.1,2,117.3,7,16,0.026909152,WBC
1637,253639.1048,0.995814188,0,41.25,1,44,131661,64.79534848,0.879046934,0.835455425,42.89423077,5,0.994926477,70.4,14,67.3,6,6,0,WBC
1638,253729.6489,1.171318138,0.126582278,41.83333333,1.289855072,44.5,131708,84.75850035,0.79784449,0.862143393,41.04166667,4,0.997488248,57.1,6,48.8,6,4,0,WBC
1639,253812.4872,1.87220374,0.494382022,51.01428571,1.918367347,133,131751,153.7246315,0.716359057,0.753701861,60.52197802,4,0.960577774,150.9,4,631.4,7,19,0.138281707,WBC
1640,253889.5458,1.221119282,0.12987013,40.14,1.298507463,43.5,131791,81.87318681,0.879983762,0.631376553,42.77115385,5,0.998803444,121.3,5,47.4,10,13,0.004761905,WBC
1641,253947.34,1.293624041,0.12849162,43.82857143,1.294871795,50.5,131821,89.14643154,0.836025741,0.852640881,46.35576923,4,0.998318172,54.6,13,67.7,8,9,0.00270936,WBC
1642,254037.8841,1.19908783,0.098445596,44.4,1.218390805,53,131868,84.97466474,0.831039993,0.853808294,46.75240385,4,0.999876038,61.8,6,52.6,11,11,0.022312373,WBC
1643,254091.8253,1.020107928,0.022222222,44.35,1.045454545,46,131896,72.83139969,0.881626421,0.878072316,48.94711538,4,0.983534878,52.2,11,37.1,10,5,0,WBC
1644,254168.883,1.193670104,0.125827815,41.91428571,1.287878788,42.5,131936,84.79240172,0.896340028,0.892998784,42.63736264,5,0.999476017,54.5,6,49.4,7,13,0.044634474,WBC
1645,254207.4136,1.380232385,0.165048544,47.16,1.395348837,60,131956,103.3657043,0.826311116,0.86795322,50.10576923,4.5,0.999897551,65,7,77.8,7,11,0.025287356,WBC
1646,254361.5308,1.202642142,0.114754098,47.2,1.259259259,51,132036,93.36347945,0.855319431,0.873755805,49.44070513,5,0.998924126,54.2,3,65.3,7,10,0.03454416,WBC
1647,254708.2948,1.556606437,0.222222222,41.43333333,1.571428571,55,132216,102.2738008,0.873499518,0.318611379,45.99358974,5,0.999259419,208.9,10,78.6,5,14,0,WBC
1648,255170.6489,1.192090675,0.134020619,40.02222222,1.30952381,55,132456,82.3255186,0.894213378,0.849876453,45.83867521,2.5,0.999504204,81.5,6,66.1,6,13,0,WBC
1649,255517.4138,1.553730186,0.232323232,42.02,1.605263158,61,132636,105.9551727,0.907387899,0.924983961,47.73461538,5,0.993794529,52.1,7,96.6,4,15,0,WBC
1650,255579.0609,1.074541644,0.075,41.96,1.162162162,43,132668,76.59882153,0.882022873,0.882022873,41.34807692,5,0.994293925,54.5,4,59.1,6,2,0,WBC
1651,255700.4271,1.062595361,0.043956044,43.26666667,1.091954023,47.5,132731,74.21260347,0.934601634,0.888724539,46.375,5,0.998107155,45.8,12,52,14,5,0.006762898,WBC
1652,255816.0163,1.267185542,0.127272727,44.24444444,1.291666667,62,132791,89.76955564,0.928719012,0.869706752,48.9017094,5,0.993794529,79.7,4,73.4,7,16,0.019565217,WBC
1653,255842.9865,1.489633561,0.208888889,44.91428571,1.528089888,68,132805,107.8085677,0.811954425,0.863636263,46.74587912,5,0.988423263,37.2,13,149.7,2,23,0.004607046,WBC
1654,256027.9276,1.011784693,0.078431373,45.08,1.170212766,55,132901,82.86451942,0.798092938,0.823428226,44.61346154,4,0.990797566,61.2,8,71.7,5,2,0,WBC
1655,256085.7218,1.200557226,0.12,38.025,1.272727273,56,132931,76.01940223,0.89002358,0.858082741,42.39663462,4.5,0.985642919,55.3,7,73.8,3,11,0.048126615,WBC
1656,256316.8975,0.966092239,0.472463768,42.1,1.415384615,127,133051,93.6001282,0.267207767,0.315014408,58.43346154,5,0.992629003,132.9,7,404.4,5,7,0,WBC
1657,256374.6916,1.455181516,0.206349206,41.75,1.52,57,133081,99.6827349,0.910596447,0.860637829,46.5625,5,0.941991352,70.3,10,89.2,7,13,0,WBC
1658,256451.752,1.178091585,0.122222222,35.75,1.278481013,50.5,133121,71.79433971,0.917980078,0.895790885,41.1875,4,0.92352035,50.3,10,56.3,6,8,0.059695927,WBC
1659,256721.4565,1.192882483,0.107142857,43.36666667,1.24,46.5,133261,84.46904887,0.883063082,0.82580384,43.96153846,5,0.998370537,51.7,13,41.8,7,5,0.036372093,WBC
1660,256779.2516,1.291301091,0.14893617,43.86666667,1.35,54,133291,93.02255847,0.89003605,0.724485492,50.0400641,4.5,0.999046943,97.3,8,72.4,8,7,0,WBC
1661,256933.3687,1.003985311,0.0625,38.45,1.133333333,51,133371,68.45006793,0.877696683,0.768648131,46.40224359,5,0.999690969,91.6,3,68.7,6,8,0.014199726,WBC
1662,257010.4282,1.135743874,0.081081081,42.33333333,1.176470588,50,133411,78.23181706,0.895761536,0.916188602,47.02564103,4.5,0.993899517,40.7,10,56.5,5,5,0,WBC
1663,257058.5897,1.367892623,0.178743961,49.125,1.435294118,61,133436,110.755001,0.798016809,0.77522083,49.55288462,4.5,0.999046943,58.2,4,89.8,6,12,0.03255814,WBC
1664,257183.8107,1.210421383,0.117021277,50.475,1.265060241,52.5,133502,100.3014962,0.88736167,0.88736167,49.71875,5,0.999423396,65.3,13,76.5,8,9,0.022350324,WBC
1665,257318.6625,1.176146384,0.1,41.15,1.222222222,44,133571,79.00232859,0.799642025,0.799642025,41.49519231,5,0.999242687,64.7,2,48.9,7,3,0,WBC
1666,257703.9562,1.070659845,0.056818182,41.35714286,1.120481928,46.5,133771,72.79059364,0.864822059,0.869513658,45.32005495,4.5,0.99959693,67.2,7,49.4,11,6,0.042073914,WBC
1667,257761.7513,1.146655869,0.089005236,44.21428571,1.195402299,52,133801,83.02264724,0.891780969,0.875548857,47.1510989,5,0.999678793,56.2,8,53.4,8,9,0,WBC
1668,257802.208,1.299334528,0.142857143,44.43333333,1.333333333,54,133822,93.06095572,0.85572143,0.873115918,48.79967949,4.5,0.999969288,62.8,8,63.7,8,10,0,WBC
1669,257858.0752,1.196916369,0.090909091,45.26666667,1.2,51,133851,85.32565647,0.890256222,0.897653927,49.03205128,5,0.999858616,52.9,11,57.9,9,5,0,WBC
1670,257896.604,1.166090464,0.108571429,45.61666667,1.243589744,48.5,133871,89.10879188,0.809426168,0.818841665,47.45192308,5,0.997468563,58.5,8,56.5,6,8,0.020351589,WBC
1671,257983.2962,1.423547817,0.502242152,40.13333333,1.463414634,167.5,133916,92.25555012,0.852134151,0.852134151,44.32852564,4,0.99381988,56.9,9,960.1,18,22,0.007588933,WBC
1672,258455.2811,1.006444586,0.354330709,37.83333333,1.097560976,129,134161,65.22635967,0.873376843,0.880741422,42.82051282,4,0.821637711,48.4,10,430.1,7,9,0.00469738,WBC
1673,258474.5456,1.757599857,0.276190476,46.74,1.763157895,67,134171,129.4493253,0.774584679,0.883698153,49.82884615,6,0.982772742,63.3,2,119.3,3,29,0.003920392,WBC
1674,259168.0754,1.263640541,0.298342541,42.75,1.333333333,117.5,134531,89.53539063,0.943047627,0.863960784,43.35096154,5,0.871549537,69.7,8,866,7,10,0,WBC
1675,259225.8696,1.182119894,0.107526882,44.36666667,1.240963855,51.5,134561,86.48400837,0.847071226,0.863242965,48.40705128,3,0.988888719,70,7,56.1,10,8,0,WBC
1676,259245.134,1.071850854,0.102040816,44.4,1.227272727,54,134571,85.59411984,0.885161052,0.840355293,44.74230769,4,0.989303575,48.4,5,67.2,7,6,0.022537879,WBC
1677,259341.456,0.858385071,0,42.92,1,43.5,134621,67.41857835,0.82038852,0.828174647,41.60961538,5,1,48.2,13,44.7,6,0,0,WBC
1678,259399.2511,1.115379342,0.080808081,41.32857143,1.175824176,53.5,134651,76.3330571,0.912346948,0.876747618,45.75137363,4.5,0.998285532,56.4,8,69.3,10,13,0.022852234,WBC
1679,259447.4135,1.483800845,0.202863962,51.1,1.508982036,126,134676,121.1225057,0.911188895,0.926250717,52.19871795,4,0.939367034,49.8,8,873.8,2,13,0.033433584,WBC
1680,259476.3106,1.155613801,0.102564103,39.1,1.228571429,43,134691,75.45656755,0.804940704,0.866164412,40.81891026,5.5,0.99603724,47.6,9,39.4,15,3,0,WBC
1681,259630.4277,1.025180913,0.064935065,40.2,1.138888889,41,134771,71.91629183,0.861041933,0.825304588,38.56410256,5,0.999538382,53.7,9,48.7,10,6,0.014814815,WBC
1682,259717.1189,1.393323267,0.181818182,42.66,1.444444444,52,134816,96.79246966,0.862973607,0.873229436,44.18076923,4.5,0.991325583,48.3,17,68.9,12,18,0.015968992,WBC
1683,260054.2502,1.182584403,0.085106383,42.42857143,1.186046512,51,134991,79.04601981,0.878968645,0.910732631,44.9217033,4,0.998623143,68,13,68.4,4,7,0.011494253,WBC
1684,260131.3097,1.339057189,0.157894737,31.26666667,1.375,11,135031,67.53115208,0.805464633,0.858887836,39.21634615,15,0.99996755,102.6,11,23,13,16,0,WBC
1685,260169.8395,1.140410739,0.101604278,45.71428571,1.226190476,51.5,135051,88.05007981,0.865902882,0.831224654,46.14285714,5,0.998821263,62.4,8,58.6,3,5,0.0126294,WBC
1686,260241.1192,1.228137378,0.122994652,45.6,1.280487805,52.5,135088,91.71918064,0.746237386,0.814852098,46.44951923,4,0.995376616,56.5,4,51.7,8,12,0.007360578,WBC
1687,260289.2807,1.122738002,0.098901099,42.2,1.219512195,50,135113,80.83854267,0.889436587,0.889436587,49.31730769,5,0.98869528,70.9,9,61.9,8,6,0.016303512,WBC
1688,260343.2219,1.428512236,0.188679245,49.3875,1.465116279,63,135141,113.6603564,0.945057649,0.918643129,52.84495192,5,0.9997924,63.2,5,85.3,7,9,0,WBC
1689,260420.2805,1.198203125,0.10880829,48.78,1.244186047,53.5,135181,95.33382088,0.898232047,0.860461623,53.45576923,5,0.994714566,89.7,8,48.5,4,7,0.010071482,WBC
1690,260612.9274,1.103666719,0.061728395,39.81428571,1.131578947,43,135281,70.76909872,0.835363225,0.877229161,42.25961538,4,0.995477537,53.7,12,44.9,8,7,0,WBC
1691,260680.3542,1.081911753,0.054347826,40.02857143,1.114942529,48.5,135316,70.10394365,0.853751285,0.892762067,41.9793956,4.5,1,42.7,10,59,3,6,0.015845649,WBC
1692,260728.5157,0.69312763,0.43908046,59.4,1.260869565,156.5,135342,117.6458153,0.868826881,0.278391342,107.8461538,5,0.927225244,747.2,14,943.8,17,10,0,WBC
1693,260795.9416,0.999308858,0,36.98571429,1,41.5,135376,58.09702414,0.871719755,0.880825542,40.46565934,4,0.999787428,57.5,9,49.7,13,2,0,WBC
1694,261152.3392,1.00474881,0.071038251,44.13333333,1.152941176,49,135561,79.9270451,0.799777649,0.837563363,44.46474359,4,0.999960553,54.7,3,51.8,6,6,0.02236507,WBC
1695,261344.987,1.106957602,0.083870968,38.1625,1.183098592,42,135661,70.92145415,0.86411912,0.871340731,38.56490385,4,0.999946216,51.7,7,44.4,9,15,0,WBC
1696,261422.0446,1.166223828,0.076923077,43.2875,1.166666667,45.5,135701,79.328487,0.86513892,0.88108,45.58293269,4,0.997757946,51.3,5,37.3,6,7,0.011764706,WBC
1697,261489.4714,1.192533709,0.693069307,41.11666667,1.246376812,171,135736,80.4983793,0.922199748,0.874214842,43.06089744,4,0.621800384,59.7,11,1261,4,10,0,WBC
1698,261614.6915,1.244931807,0.11827957,44.25714286,1.268292683,52,135801,88.17038504,0.915619242,0.893097167,48.96840659,4,0.979704411,52.9,5,56.3,9,9,0,WBC
1699,261826.6037,1.048244425,0.067357513,44.2,1.144444444,51.5,135911,79.45785953,0.877262897,0.910016072,50.66105769,5.5,0.991856275,58.1,10,47,7,7,0,WBC
1700,262030.8101,1.048088266,0.029585799,35.725,1.06097561,43.5,136017,59.5384487,0.8915112,0.8915112,38.15264423,5,0.998687523,40.2,8,52.8,8,2,0,WBC
